Mod:Item:MetaData, Localized Name
divinerpg:wildwood_dust, Wildwood Dust
divinerpg:apalachia_dust, Apalachia Dust
divinerpg:skythern_dust, Skythern Dust
divinerpg:mortum_dust, Mortum Dust
divinerpg:karot_crystal, Karot Crystal
divinerpg:reyvor_crystal, Reyvor Crystal
divinerpg:densos_crystal, Densos Crystal
divinerpg:soul_fiend_crystal, Soul Fiend Crystal
divinerpg:twilight_demon_crystal, Twilight Demon Crystal
divinerpg:vamacheron_crystal, Vamacheron Crystal
divinerpg:twilight_clock, Twilight Clock
divinerpg:eden_arrow, Eden Arrow
divinerpg:fury_arrow, Fury Arrow
divinerpg:wildwood_arrow, Wildwood Arrow
divinerpg:base_spawn_crystal, Base Spawn Crystal
divinerpg:eden_sparkles, Eden Sparkles
divinerpg:arcanium_attractor, Arcanium Attractor
divinerpg:arcanium_reflector, Arcanium Reflector
divinerpg:divine_accumulator, Divine Accumulator
divinerpg:ghostbane, Ghostbane
divinerpg:orb_of_light, Orb of Light
divinerpg:staff_of_enrichment, Staff of Enrichment
divinerpg:frozen_charge, Frozen Charge
divinerpg:wizards_book, Wizards Book
divinerpg:fyracryx_egg, Fyracryx Spawn Egg
divinerpg:paratiku_egg, Paratiku Spawn Egg
divinerpg:seimer_egg, Seimer Spawn Egg
divinerpg:golem_of_rejuvenation_egg, Golem Of Rejuvenation Spawn Egg
divinerpg:aquamarine, Aquamarine
divinerpg:firestock, Firestock
divinerpg:lamona, Lamona
divinerpg:marsine, Marsine
divinerpg:pinfly, Pinfly
divinerpg:veilo, Veilo
divinerpg:hitchak, Hitchak
divinerpg:ancient_key, Ancient Key
divinerpg:degraded_key, Degraded Key
divinerpg:soul_key, Soul Key
divinerpg:sludge_key, Sludge Key
divinerpg:ancient_brick_door, Ancient Brick Door
divinerpg:degraded_brick_door, Degraded Brick Door
divinerpg:soul_sludge_door, Soul Sludge Door
divinerpg:soul_stone_door, Soul Stone Door
divinerpg:steel_door, Steel Door
divinerpg:weak_arcana_potion, Weak Arcana Potion
divinerpg:strong_arcana_potion, Strong Arcana Potion
divinerpg:arcanium, Arcanium
divinerpg:collector, Collector
divinerpg:collector_fragments, Collector Fragments
divinerpg:dungeon_tokens, Dungeon Tokens
divinerpg:aquamarine_seeds, Aquamarine Seeds
divinerpg:eucalyptus_root_seeds, Eucalyptus Root Seeds
divinerpg:firestock_seeds, Firestock Seeds
divinerpg:hitchak_seeds, Hitchak Seeds
divinerpg:lamona_seeds, Lamona Seeds
divinerpg:marsine_seeds, Marsine Seeds
divinerpg:moonbulb_seeds, Moonbulb Seeds
divinerpg:pinfly_seeds, Pinfly Seeds
divinerpg:pink_glowbone_seeds, Pink Glowbone Seeds
divinerpg:purple_glowbone_seeds, Purple Glowbone Seeds
divinerpg:sky_plant_seeds, Sky Plant Seeds
divinerpg:tomato_seeds, Tomato Seeds
divinerpg:veilo_seeds, Veilo Seeds
divinerpg:white_mushroom_seeds, White Mushroom Seeds
divinerpg:dirty_pearls, Dirty Pearls
divinerpg:clean_pearls, Clean Pearls
divinerpg:polished_pearls, Polished Pearls
divinerpg:shiny_pearls, Shiny Pearls
divinerpg:teaker_lump, Teaker Lump
divinerpg:amthirmis_lump, Amthirmis Lump
divinerpg:darven_lump, Darven Lump
divinerpg:cermile_lump, Cermile Lump
divinerpg:pardimal_lump, Pardimal Lump
divinerpg:quadrotic_lump, Quadrotic Lump
divinerpg:karos_lump, Karos Lump
divinerpg:heliosis_lump, Heliosis Lump
divinerpg:arksiane_lump, Arksiane Lump
divinerpg:backsword_template, Backsword Template
divinerpg:bow_template, Bow Template
divinerpg:cannon_template, Cannon Template
divinerpg:claw_template, Claw Template
divinerpg:disk_template, Disk Template
divinerpg:hammer_template, Hammer Template
divinerpg:staff_template, Staff Template
divinerpg:degraded_template, Degraded Template
divinerpg:finished_template, Finished Template
divinerpg:glistening_template, Glistening Template
divinerpg:demonized_template, Demonized Template
divinerpg:tormented_template, Tormented Template
divinerpg:dream_carrot, Dream Carrot
divinerpg:dream_melon, Dream Melon
divinerpg:dream_pie, Dream Pie
divinerpg:dream_cake, Dream Cake
divinerpg:dream_sweets, Dream Sweets
divinerpg:dream_sours, Dream Sours
divinerpg:honeysuckle, Honeysuckle
divinerpg:honeychunk, Honeychunk
divinerpg:dream_flint, Dream Flint
divinerpg:moon_clock, Moon Clock
divinerpg:teaker_arrow, Teaker Arrow
divinerpg:darven_arrow, Darven Arrow
divinerpg:pardimal_arrow, Pardimal Arrow
divinerpg:karos_arrow, Karos Arrow
divinerpg:ever_arrow, Ever Arrow
divinerpg:nightmare_bed, Nightmare Bed
divinerpg:barred_door, Barred Door
divinerpg:acid, Acid
divinerpg:band_of_heiva_hunting, Band of Heiva Hunting
divinerpg:rock_chunks, Rock Chunks
divinerpg:eden_slab:0, Eden Slab
divinerpg:wildwood_slab:0, Wildwood Slab
divinerpg:apalachia_slab:0, Apalachia Slab
divinerpg:skythern_slab:0, Skythern Slab
divinerpg:mortum_slab:0, Mortum Slab
divinerpg:divine_slab:0, Divine Slab
divinerpg:frozen_slab:0, Frozen Slab
divinerpg:eucalyptus_slab:0, Eucalyptus Slab
divinerpg:ancient_brick_slab:0, Ancient Brick Slab
divinerpg:degraded_brick_slab:0, Degraded Brick Slab
divinerpg:ancient_brick_slab_breakable:0, Ancient Brick Slab (Breakable)
divinerpg:degraded_brick_slab_breakable:0, Degraded Brick Slab (Breakable)
divinerpg:arlemite_shield, Arlemite Deflector
divinerpg:realmite_shield, Realmite Shield
divinerpg:rupee_shield, Rupee Reflector
divinerpg:halite_shield, Halite Greatshield
divinerpg:eden_shield, Eden Aegis
divinerpg:wildwood_shield, Wildwood Guard
divinerpg:apalachia_shield, Apalachia Shield
divinerpg:skythern_shield, Scutum of the Skythern
divinerpg:mortum_shield, Mortalos
divinerpg:miners_amulet, Miner's Amulet
divinerpg:arlemite_ore, Arlemite Ore
divinerpg:realmite_ore, Realmite Ore
divinerpg:rupee_ore, Rupee Ore
divinerpg:bloodgem_ore, Bloodgem Ore
divinerpg:netherite_ore, Netherite Ore
divinerpg:arlemite_block, Arlemite Block
divinerpg:realmite_block, Realmite Block
divinerpg:rupee_block, Rupee Block
divinerpg:bloodgem_block, Bloodgem Block
divinerpg:netherite_block, Netherite Block
divinerpg:sunstorm_spawner, Sunstorm Spawner
divinerpg:termasect_spawner, Termasect Spawner
divinerpg:eternal_archer_spawner, Eternal Archer Spawner
divinerpg:experienced_cori_spawner, Experienced Cori Spawner
divinerpg:blaze_pumpkin, Blaze Pumpkin
divinerpg:creeper_pumpkin, Creeper Pumpkin
divinerpg:cyclops_pumpkin, Cyclops Pumpkin
divinerpg:ender_pumpkin, Ender Pumpkin
divinerpg:ender_watcher_pumpkin, Ender Watcher Pumpkin
divinerpg:frost_pumpkin, Frost Pumpkin
divinerpg:ghast_pumpkin, Ghast Pumpkin
divinerpg:glacon_pumpkin, Glacon Pumpkin
divinerpg:hellspider_pumpkin, Hellspider Pumpkin
divinerpg:jungle_spider_pumpkin, Jungle Spider Pumpkin
divinerpg:skeleton_pumpkin, Skeleton Pumpkin
divinerpg:spider_pumpkin, Spider Pumpkin
divinerpg:zombie_pumpkin, Zombie Pumpkin
divinerpg:aqua_torch, Aqua Torch
divinerpg:skeleton_torch, Skeleton Torch
divinerpg:black_steel, Black Steel
divinerpg:blue_steel, Blue Steel
divinerpg:bright_red_steel, Bright Red Steel
divinerpg:green_steel, Green Steel
divinerpg:orange_steel, Orange Steel
divinerpg:purple_steel, Purple Steel
divinerpg:red_steel, Red Steel
divinerpg:white_steel, White Steel
divinerpg:yellow_steel, Yellow Steel
divinerpg:teal_steel, Teal Steel
divinerpg:blue_vane, Blue Vane
divinerpg:cyan_vane, Cyan Vane
divinerpg:purple_vane, Purple Vane
divinerpg:red_vane, Red Vane
divinerpg:yellow_vane, Yellow Vane
divinerpg:aquatonic_bricks, Aquatonic Bricks
divinerpg:lava_bricks, Lava Bricks
divinerpg:arlemite_bricks, Arlemite Bricks
divinerpg:darkstone_bricks, Darkstone Bricks
divinerpg:diamond_bricks, Diamond Bricks
divinerpg:gold_bricks, Gold Bricks
divinerpg:green_bricks, Green Bricks
divinerpg:iron_bricks, Iron Bricks
divinerpg:lapis_lazuli_bricks, Lapis Lazuli Bricks
divinerpg:milk_stone_bricks, Milk Stone Bricks
divinerpg:netherite_bricks, Netherite Bricks
divinerpg:pink_bricks, Pink Bricks
divinerpg:purple_bricks, Purple Bricks
divinerpg:realmite_bricks, Realmite Bricks
divinerpg:redstone_bricks, Redstone Bricks
divinerpg:eden_bricks, Eden Bricks
divinerpg:wildwood_bricks, Wildwood Bricks
divinerpg:apalachia_bricks, Apalachia Bricks
divinerpg:skythern_bricks, Skythern Bricks
divinerpg:mortum_bricks, Mortum Bricks
divinerpg:minibricks, Minibricks
divinerpg:arlemite_minibricks, Arlemite Minibricks
divinerpg:bedrock_minibricks, Bedrock Minibricks
divinerpg:netherite_minibricks, Netherite Minibricks
divinerpg:realmite_minibricks, Realmite Minibricks
divinerpg:bloodgem_minibricks, Bloodgem Minibricks
divinerpg:rupee_minibricks, Rupee Minibricks
divinerpg:aqua_lamp, Aqua Lamp
divinerpg:arlemite_lamp, Arlemite Lamp
divinerpg:blaze_lamp, Blaze Lamp
divinerpg:bluefire_lamp, Bluefire Lamp
divinerpg:diamond_lamp, Diamond Lamp
divinerpg:divine_lamp, Divine Lamp
divinerpg:draken_lamp, Draken Lamp
divinerpg:eden_lamp, Eden Lamp
divinerpg:ender_lamp, Ender Lamp
divinerpg:ender_stone_lamp, Ender Stone Lamp
divinerpg:gold_lamp, Gold Lamp
divinerpg:ice_lamp, Ice Lamp
divinerpg:jungle_lamp, Jungle Lamp
divinerpg:kraken_lamp, Kraken Lamp
divinerpg:lapis_lazuli_lamp, Lapis Lazuli Lamp
divinerpg:lava_lamp, Lava Lamp
divinerpg:milky_lamp, Milky Lamp
divinerpg:molten_lamp, Molten Lamp
divinerpg:netherite_lamp, Netherite Lamp
divinerpg:realmite_lamp, Realmite Lamp
divinerpg:redstone_ore_lamp, Redstone Ore Lamp
divinerpg:rupee_lamp, Rupee Lamp
divinerpg:terran_lamp, Terran Lamp
divinerpg:blue_fence, Blue Fence
divinerpg:blue_fence_on, Blue Fence
divinerpg:green_fence, Green Fence
divinerpg:green_fence_on, Green Fence
divinerpg:red_fence, Red Fence
divinerpg:red_fence_on, Red Fence
divinerpg:asphalt, Asphalt
divinerpg:blue_stone, Blue Stone
divinerpg:checker, Checker
divinerpg:crate, Crate
divinerpg:darkstone, Darkstone
divinerpg:fancy_wool, Fancy Wool
divinerpg:milk_stone, Milk Stone
divinerpg:plank_design, Plank Design
divinerpg:rainbow_wool, Rainbow Wool
divinerpg:spike_block, Spike Block
divinerpg:hot_spike_block, Hot Spike Block
divinerpg:altar_of_corruption, Altar of Corruption
divinerpg:bone_chest, Bone Chest
divinerpg:frosted_allure, Frosted Allure
divinerpg:divine_sapling, Divine Sapling
divinerpg:divine_log, Divine Log
divinerpg:divine_leaves, Divine Leaves
divinerpg:divine_planks, Divine Planks
divinerpg:divine_stairs, Divine Stairs
divinerpg:divine_moss_stone, Divine Moss Stone
divinerpg:divine_rock, Divine Rock
divinerpg:slime_light, Slime Light
divinerpg:dark_bridge, Dark Bridge
divinerpg:tomato_plant, Tomato Plant
divinerpg:white_mushroom_plant, White Mushroom
divinerpg:ancient_entity_statue, Ancient Entity Statue
divinerpg:ayeraco_statue_blue, Blue Ayeraco Statue
divinerpg:ayeraco_statue_red, Red Ayeraco Statue
divinerpg:ayeraco_statue_yellow, Yellow Ayeraco Statue
divinerpg:ayeraco_statue_green, Green Ayeraco Statue
divinerpg:ayeraco_statue_purple, Purple Ayeraco Statue
divinerpg:densos_statue, Densos Statue
divinerpg:dramix_statue, Dramix Statue
divinerpg:eternal_archer_statue, Eternal Archer Statue
divinerpg:karot_statue, Karot Statue
divinerpg:king_of_scorchers_statue, King of Scorchers Statue
divinerpg:parasecta_statue, Parasecta Statue
divinerpg:reyvor_statue, Reyvor Statue
divinerpg:soul_fiend_statue, Soul Fiend Statue
divinerpg:the_watcher_statue, The Watcher Statue
divinerpg:twilight_demon_statue, Twilight Demon Statue
divinerpg:vamacheron_statue, Vamacheron Statue
divinerpg:termasect_statue, Termasect Statue
divinerpg:sunstorm_statue, Sunstorm Statue
divinerpg:experienced_cori_statue, Experienced Cori Statue
divinerpg:smoldering_tar, Smoldering Tar
divinerpg:frozen_dirt, Frozen Dirt
divinerpg:frozen_grass, Frozen Grass
divinerpg:frozen_stone, Frozen Stone
divinerpg:frozen_log, Frozen Log
divinerpg:brittle_leaves, Brittle Leaves
divinerpg:frozen_planks, Frozen Planks
divinerpg:frozen_stairs, Frozen Stairs
divinerpg:frozen_sapling, Frozen Sapling
divinerpg:coalstone, Coalstone
divinerpg:coalstone_stairs, Coalstone Stairs
divinerpg:coalstone_furnace, Coalstone Furnace
divinerpg:coalstone_furnace_on, Coalstone Furnace
divinerpg:frost_archer_spawner, Frost Archer Spawner
divinerpg:frosted_chest, Frosted Chest
divinerpg:frosted_glass, Frosted Glass
divinerpg:icy_bricks, Icy Bricks
divinerpg:icy_stone, Icy Stone
divinerpg:rollum_spawner, Rollum Spawner
divinerpg:snow_bricks, Snow Bricks
divinerpg:workshop_bookcase, Workshop Bookcase
divinerpg:workshop_carpet, Workshop Carpet
divinerpg:workshop_lamp, Workshop Lamp
divinerpg:blue_candy_cane, Blue Candy Cane
divinerpg:green_candy_cane, Green Candy Cane
divinerpg:pink_candy_cane, Pink Candy Cane
divinerpg:red_candy_cane, Red Candy Cane
divinerpg:yellow_candy_cane, Yellow Candy Cane
divinerpg:blue_christmas_lights, Blue Christmas Lights
divinerpg:green_christmas_lights, Green Christmas Lights
divinerpg:purple_christmas_lights, Purple Christmas Lights
divinerpg:red_christmas_lights, Red Christmas Lights
divinerpg:yellow_christmas_lights, Yellow Christmas Lights
divinerpg:present_box, Present Box
divinerpg:winterberry_bush, Winterberry Bush
divinerpg:ripe_winterberry_bush, Ripe Winterberry Bush
divinerpg:iceika_fire, Iceika Fire
divinerpg:eden_dirt, Eden Dirt
divinerpg:wildwood_dirt, Wildwood Dirt
divinerpg:apalachia_dirt, Apalachia Dirt
divinerpg:skythern_dirt, Skythern Dirt
divinerpg:mortum_dirt, Mortum Dirt
divinerpg:eden_grass, Eden Grass
divinerpg:wildwood_grass, Wildwood Grass
divinerpg:apalachia_grass, Apalachia Grass
divinerpg:skythern_grass, Skythern Grass
divinerpg:mortum_grass, Mortum Grass
divinerpg:twilight_stone, Twilight Stone
divinerpg:eden_ore, Eden Ore
divinerpg:wildwood_ore, Wildwood Ore
divinerpg:apalachia_ore, Apalachia Ore
divinerpg:skythern_ore, Skythern Ore
divinerpg:mortum_ore, Mortum Ore
divinerpg:eden_sapling, Eden Sapling
divinerpg:wildwood_sapling, Wildwood Sapling
divinerpg:apalachia_sapling, Apalachia Sapling
divinerpg:skythern_sapling, Skythern Sapling
divinerpg:mortum_sapling, Mortum Sapling
divinerpg:eden_log, Eden Log
divinerpg:wildwood_log, Wildwood Log
divinerpg:apalachia_log, Apalachia Log
divinerpg:skythern_log, Skythern Log
divinerpg:mortum_log, Mortum Log
divinerpg:eden_leaves, Eden Leaves
divinerpg:wildwood_leaves, Wildwood Leaves
divinerpg:apalachia_leaves, Apalachia Leaves
divinerpg:skythern_leaves, Skythern Leaves
divinerpg:mortum_leaves, Mortum Leaves
divinerpg:eden_planks, Eden Planks
divinerpg:wildwood_planks, Wildwood Planks
divinerpg:apalachia_planks, Apalachia Planks
divinerpg:skythern_planks, Skythern Planks
divinerpg:mortum_planks, Mortum Planks
divinerpg:eden_stairs, Eden Stairs
divinerpg:wildwood_stairs, Wildwood Stairs
divinerpg:apalachia_stairs, Apalachia Stairs
divinerpg:skythern_stairs, Skythern Stairs
divinerpg:mortum_stairs, Mortum Stairs
divinerpg:eden_block, Eden Block
divinerpg:wildwood_block, Wildwood Block
divinerpg:apalachia_block, Apalachia Block
divinerpg:skythern_block, Skythern Block
divinerpg:mortum_block, Mortum Block
divinerpg:sun_blossom, Sun Blossom
divinerpg:sunbloom, Sunbloom
divinerpg:eden_brush, Eden Brush
divinerpg:moon_bud, Moon Bud
divinerpg:moonlight_fern, Moonlight Fern
divinerpg:wildwood_tallgrass, Wildwood Tallgrass
divinerpg:dusk_bloom, Dusk Bloom
divinerpg:dusk_flower, Dusk Flower
divinerpg:apalachia_tallgrass, Apalachia Tallgrass
divinerpg:dust_brambles, Dust Brambles
divinerpg:dust_lily, Dust Lily
divinerpg:skythern_brush, Skythern Brush
divinerpg:demon_brambles, Demon Brambles
divinerpg:eye_plant, Eye Plant
divinerpg:mortum_brush, Mortum Brush
divinerpg:moonbulb_plant, Moonbulb Plant
divinerpg:pink_glowbone_plant, Pink Glowbone Plant
divinerpg:purple_glowbone_plant, Purple Glowbone Plant
divinerpg:sky_plant, Sky Plant
divinerpg:wildwood_vine, Wildwood Vine
divinerpg:blue_fire, Blue Fire
divinerpg:eden_torch, Eden Torch
divinerpg:eden_chest, Eden Chest
divinerpg:truffle, Truffle
divinerpg:arcanite_dirt, Arcanite Dirt
divinerpg:arcanite_grass, Arcanite Grass
divinerpg:raw_arcanium, Raw Arcanium
divinerpg:arcanium_block, Arcanium Block
divinerpg:ancient_bricks, Ancient Bricks
divinerpg:ancient_brick_stairs, Ancient Brick Stairs
divinerpg:ancient_stone, Ancient Stone
divinerpg:ancient_tile, Ancient Tile
divinerpg:arcanite_tubes, Arcanite Tubes
divinerpg:arcanite_ladder, Arcanite Ladder
divinerpg:arcanium_metal, Arcanium Metal
divinerpg:arcanium_power, Arcanium Power
divinerpg:dark_degraded_brick, Dark Degraded Brick
divinerpg:degraded_bricks, Degraded Bricks
divinerpg:degraded_brick_stairs, Degraded Brick Stairs
divinerpg:dungeon_bookshelf, Dungeon Bookshelf
divinerpg:dungeon_lamp, Dungeon Lamp
divinerpg:heat_trap, Heat Trap
divinerpg:heat_trap_on, Heat Trap
divinerpg:light_degraded_brick, Light Degraded Brick
divinerpg:soul_sludge, Soul Sludge
divinerpg:soul_stone, Soul Stone
divinerpg:ancient_bricks_breakable, Ancient Bricks (Breakable)
divinerpg:ancient_brick_stairs_breakable, Ancient Brick Stairs (Breakable)
divinerpg:ancient_brick_wall_breakable, Ancient Brick Wall (Breakable)
divinerpg:ancient_stone_breakable, Ancient Stone (Breakable)
divinerpg:ancient_tile_breakable, Ancient Tile (Breakable)
divinerpg:arcanium_metal_breakable, Arcanium Metal (Breakable)
divinerpg:arcanium_power_breakable, Arcanium Power (Breakable)
divinerpg:degraded_bricks_breakable, Degraded Bricks (Breakable)
divinerpg:degraded_brick_stairs_breakable, Degraded Brick Stairs (Breakable)
divinerpg:degraded_brick_wall_breakable, Degraded Brick Wall (Breakable)
divinerpg:dungeon_lamp_breakable, Dungeon Lamp (Breakable)
divinerpg:soul_sludge_breakable, Soul Sludge (Breakable)
divinerpg:soul_stone_breakable, Soul Stone (Breakable)
divinerpg:arcanium_extractor, Arcanium Extractor
divinerpg:dramix_altar, Dramix Altar
divinerpg:parasecta_altar, Parasecta Altar
divinerpg:stained_glass, Stained Glass
divinerpg:stained_glass2, Stained Glass
divinerpg:stained_glass3, Stained Glass
divinerpg:stained_glass4, Stained Glass
divinerpg:stained_glass5, Stained Glass
divinerpg:stained_glass6, Stained Glass
divinerpg:stained_glass7, Stained Glass
divinerpg:stained_glass8, Stained Glass
divinerpg:arcana_portal, Arcana Portal
divinerpg:arcana_portal_frame, Arcana Portal Frame
divinerpg:arcana_hard_portal_frame, Arcana Portal Frame
divinerpg:eucalyptus_log, Eucalyptus Log
divinerpg:eucalyptus_planks, Eucalyptus Planks
divinerpg:eucalyptus_stairs, Eucalyptus Stairs
divinerpg:aquamarine_plant, Aquamarine Plant
divinerpg:eucalyptus_plant, Eucalyptus Plant
divinerpg:firestock_plant, Firestock Plant
divinerpg:hitchak_plant, Hitchak Plant
divinerpg:lamona_plant, Lamona Plant
divinerpg:marsine_plant, Marsine Plant
divinerpg:pinfly_plant, Pinfly Plant
divinerpg:veilo_plant, Veilo Plant
divinerpg:greenlight_furnace, Greenlight Furnace
divinerpg:greenlight_furnace_on, Greenlight Furnace
divinerpg:oceanfire_furnace, Oceanfire Furnace
divinerpg:oceanfire_furnace_on, Oceanfire Furnace
divinerpg:molten_furnace, Molten Furnace
divinerpg:molten_furnace_on, Molten Furnace
divinerpg:whitefire_furnace, Whitefire Furnace
divinerpg:whitefire_furnace_on, Whitefire Furnace
divinerpg:moonlight_furnace, Moonlight Furnace
divinerpg:moonlight_furnace_on, Moonlight Furnace
divinerpg:demon_furnace, Demon Furnace
divinerpg:demon_furnace_on, Demon Furnace
divinerpg:acceleron, Acceleron
divinerpg:arcanium_torch, Arcanium Torch
divinerpg:elevantium, Elevantium
divinerpg:star_bridge, Star Bridge
divinerpg:dream_dirt, Dream Dirt
divinerpg:dream_grass, Dream Grass
divinerpg:dream_stone, Dream Stone
divinerpg:dreamwood_log, Dreamwood Log
divinerpg:firewood_log, Firewood Log
divinerpg:hyrewood_log, Hyrewood Log
divinerpg:mintwood_log, Mintwood Log
divinerpg:dreamwood_leaves, Dreamwood Leaves
divinerpg:firewood_leaves, Firewood Leaves
divinerpg:hyrewood_leaves, Hyrewood Leaves
divinerpg:mintwood_leaves, Mintwood Leaves
divinerpg:bulbatobe, Bulbatobe
